region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
East Asia & Pacific,EAS,Indonesia,IDN,2002,national,SUSENAS,national,2002,consumption,3,2002 - 2004,3,0.46839089324,0.116617290161,0.039947726846,0.144915552635,3.821249737835,3.099159664549,0.147576746146,0.301637649663,0.235681672251,0.041503802675,0.053219682623,0.06124899395,0.068624744362,0.076924845578,0.086017291232,0.097546126523,0.11390078574,0.141861349764,0.259152377553,0.326943606703,5353.5595703125,222088495,1926.37435868149,1214.29658945001,FALSE,micro,survey,3,0.46839089324,9.495427589098,
East Asia & Pacific,EAS,Indonesia,IDN,2003,national,SUSENAS,national,2003,consumption,3,2002 - 2004,3,0.455486128974,0.11471652548,0.040450431247,0.143899238969,3.811372864132,3.154834230139,0.138838211318,0.293231878353,0.23798857744,0.040595570809,0.053616257539,0.061893006326,0.069847596316,0.078231652597,0.087741816916,0.099912224386,0.117852701753,0.144219419325,0.246089754032,0.352817232377,5353.5595703125,225048008,1991.91820506473,1244.97750507858,FALSE,micro,survey,3,0.455486128974,9.45407671094,
East Asia & Pacific,EAS,Indonesia,IDN,2004,national,SUSENAS,national,2004,consumption,3,2002 - 2004,3,0.454143934343,0.120441224559,0.044270683784,0.152702192976,3.836682975157,3.150581844084,0.149582165054,0.304165061885,0.244961334087,0.039321372405,0.051009954422,0.060370422966,0.069125763122,0.07782878984,0.087419237555,0.09959219435,0.116482859928,0.14541447037,0.253434935042,0.361418695143,5353.5595703125,227926649,2065.70617470842,1290.31293716671,FALSE,micro,survey,3,0.454143934343,9.566949451106,
East Asia & Pacific,EAS,Indonesia,IDN,2005,national,SUSENAS,national,2005,consumption,4,2005 - 2010,3,0.410938013492,0.102206216358,0.036249510994,0.128563055691,4.009632512304,3.334686506416,0.145806878967,0.29903620999,0.23660101279,0.039337622628,0.052411384797,0.061493168465,0.06968044109,0.078399823552,0.088157455049,0.099706395706,0.116375419795,0.143433391421,0.251004897497,0.389661719049,5353.5595703125,230871650,2155.4478015921,1324.21378681367,FALSE,micro,survey,3,0.410938013492,9.099409943961,
East Asia & Pacific,EAS,Indonesia,IDN,2006,national,SUSENAS,national,2006,consumption,4,2005 - 2010,3,0.468292407793,0.130678031859,0.05087573593,0.169556873732,3.810228199981,3.121065575901,0.165538984407,0.315241207888,0.249759537273,0.036644955272,0.05026136066,0.059299105891,0.067944774229,0.077152319485,0.087448519472,0.098965547004,0.116729708322,0.145004927085,0.26054878258,0.458780315178,5353.5595703125,233951652,2244.0802226202,1348.24831516667,FALSE,micro,survey,3,0.468292407793,9.897090376423,
East Asia & Pacific,EAS,Indonesia,IDN,2007,national,SUSENAS,national,2007,consumption,4,2005 - 2010,3,0.410780885483,0.107754362671,0.039346893775,0.136559664769,4.254041887645,3.356494020563,0.179179119253,0.332317166485,0.271905637512,0.03599913254,0.048164352886,0.056814476702,0.065174322636,0.074080349039,0.0843926848,0.097423556333,0.116635177578,0.148454730955,0.272861216531,0.489778314195,5353.5595703125,237062337,2355.1528565328,1397.17441631853,FALSE,micro,survey,3,0.410780885483,9.058549505195,
East Asia & Pacific,EAS,Indonesia,IDN,2008,national,SUSENAS,national,2008,consumption,4,2005 - 2010,3,0.380051134471,0.095946933857,0.033837924409,0.120352466351,4.374316738913,3.496691264496,0.173367769009,0.32632912027,0.265514895313,0.036757714197,0.048687806489,0.057331668381,0.065935597995,0.07507117205,0.085504307336,0.098433946487,0.1163487609,0.147150052387,0.268778973778,0.543355978436,5353.5595703125,240157903,2464.60193418272,1452.75957072601,FALSE,micro,survey,3.048,0.392445884376,8.718193208083,
East Asia & Pacific,EAS,Indonesia,IDN,2009,national,SUSENAS,national,2009,consumption,4,2005 - 2010,3,0.378767439961,0.095625917763,0.034080993269,0.120401231264,4.423625130366,3.47993503408,0.184186930853,0.33432707629,0.265251321221,0.036027490201,0.048278725561,0.056945144071,0.065374928518,0.074062784066,0.084111780791,0.096868778874,0.114825429987,0.145615919614,0.277889018317,0.567582372972,5353.5595703125,243220028,2546.21969707767,1504.16949130582,FALSE,micro,survey,3.04,0.388546690118,8.733130481871,
East Asia & Pacific,EAS,Indonesia,IDN,2010,national,SUSENAS,national,2010,consumption,4,2005 - 2010,3,0.341028263697,0.083088694765,0.028438186938,0.103460134603,4.865205325748,3.774080338591,0.194076247309,0.34586310727,0.298606994459,0.034628109465,0.04588505952,0.054001335481,0.062489621325,0.072157998099,0.084049053921,0.098743398486,0.118604840017,0.151462982959,0.277977600726,0.611709416029,5353.5595703125,246305322,2670.8129098953,1555.72852130272,FALSE,micro,survey,3.187,0.38343842438,8.140161723999,
East Asia & Pacific,EAS,Indonesia,IDN,2011,national,SUSENAS,national,2011,consumption,5,2011 - 2014,3,0.312160571982,0.072984944752,0.024444547474,0.090404557623,5.424750315488,3.973741515221,0.235290814249,0.379259149639,0.31865691395,0.032187270432,0.04291289391,0.050497954984,0.058581119882,0.067843746442,0.079422090487,0.094014374499,0.11484628796,0.150525252607,0.309169008799,0.651396451798,5353.5595703125,249470032,2799.62468790318,1613.71450521643,FALSE,micro,survey,3.287,0.373545475341,7.733034292858,
East Asia & Pacific,EAS,Indonesia,IDN,2012,national,SUSENAS,national,2012,consumption,5,2011 - 2014,3,0.26578261247,0.056364563596,0.017588307771,0.06857924942,5.694659552052,4.204922678645,0.225466104127,0.371488806195,0.309919210962,0.03329443086,0.043962140891,0.051565242652,0.059558379459,0.068670053539,0.079959346157,0.094485115383,0.11465375535,0.14915992145,0.304691614261,0.653030987,5353.5595703125,252698525,2930.518445323,1680.97454607929,FALSE,micro,survey,3.402,0.352505999907,7.237500973209,
East Asia & Pacific,EAS,Indonesia,IDN,2013,national,SUSENAS,national,2013,consumption,5,2011 - 2014,3,0.271665517271,0.057783495428,0.018170449018,0.070460089053,5.928332288292,4.223047370288,0.246041704585,0.38926852403,0.337003168543,0.031725492484,0.042006024635,0.049118766129,0.05663633768,0.065877893005,0.077540870316,0.092756784838,0.114495801096,0.154392879865,0.315449149952,0.712443557303,5353.5595703125,255852467,3055.24246006469,1751.19993192339,FALSE,micro,survey,3.412,0.360916769338,7.202564770175,
East Asia & Pacific,EAS,Indonesia,IDN,2014,national,SUSENAS,national,2014,consumption,5,2011 - 2014,3,0.256611167463,0.053426923626,0.016595029251,0.064974235642,6.060400208873,4.368071151755,0.24472003327,0.38779971142,0.332334396668,0.031663834637,0.042001418071,0.049087497936,0.056916858217,0.066565348529,0.078274129905,0.093650397418,0.114841647982,0.15219968466,0.314799182646,0.774633548736,5353.5595703125,258877399,3170.72103011429,1822.18491822482,FALSE,micro,survey,3.484,0.35724840028,7.03333151593,
East Asia & Pacific,EAS,Indonesia,IDN,2015,national,SUSENAS,national,2015,consumption,6,2015 - 2025,3,0.215861030955,0.045915699671,0.014628627074,0.056244576914,6.25361955186,4.611207317152,0.239475760086,0.382075335005,0.306129228729,0.031417326151,0.042601770369,0.050685683305,0.059128892049,0.068701275918,0.079437890155,0.092858546054,0.112526031365,0.147191579563,0.315451005071,0.837794414579,5353.5595703125,261799249,3288.22269725538,1889.08452808832,FALSE,micro,survey,3.606,0.334507291996,6.758167564638,
East Asia & Pacific,EAS,Indonesia,IDN,2016,national,SUSENAS,national,2016,consumption,6,2015 - 2025,3,0.18046635695,0.036985651263,0.011557018525,0.045163534593,6.61656117581,5.025496473574,0.221549590775,0.368856989104,0.319386195251,0.03135936451,0.04270795875,0.05086926024,0.05976663257,0.070229379399,0.082349706408,0.097415989733,0.119192636689,0.15231206988,0.29379700182,0.85826721869,5353.5595703125,264627418,3416.81005170972,1963.17227478231,FALSE,micro,survey,3.813,0.328647930606,6.300868783212,
East Asia & Pacific,EAS,Indonesia,IDN,2017,national,SUSENAS,national,2017,consumption,6,2015 - 2025,3,0.147567416723,0.02979043988,0.009127456112,0.036129945069,7.039392381664,5.375523454591,0.215583774704,0.363678897651,0.321956772846,0.031008894584,0.042814923508,0.051652041772,0.060556463486,0.070666302406,0.083032397852,0.098920336808,0.120690054588,0.155134494889,0.285524090107,0.883172158539,5353.5595703125,267346658,3553.51999262321,2040.00779611304,FALSE,micro,survey,3.988,0.307431555797,5.888966483822,
East Asia & Pacific,EAS,Indonesia,IDN,2018,national,SUSENAS,national,2018,consumption,6,2015 - 2025,3,0.124666340721,0.024807972136,0.007568218241,0.030060412487,7.428715991291,5.680611590646,0.216241054993,0.363386441481,0.321107478536,0.030669502737,0.042849125957,0.052024207969,0.060680012068,0.070699548355,0.083220300176,0.09925277442,0.120974692646,0.154449457289,0.285180378383,0.916927916047,5353.5595703125,269951846,3701.32155461912,2124.1022373389,FALSE,micro,survey,4.14,0.292776233295,5.58912181469,
East Asia & Pacific,EAS,Indonesia,IDN,2019,national,SUSENAS,national,2019,consumption,6,2015 - 2025,3,0.108502119087,0.019822243423,0.005692487647,0.023714397093,7.508056773292,5.816877137546,0.204457256189,0.353598614129,0.311005029034,0.032078319756,0.044095099918,0.053142813867,0.06187531551,0.07177356835,0.084093072002,0.099948047482,0.121170548296,0.153373742531,0.278449472287,0.939952042288,5353.5595703125,272489381,3850.90321738979,2212.91942341128,FALSE,micro,survey,4.208,0.283771350969,5.408793477006,
East Asia & Pacific,EAS,Indonesia,IDN,2020,national,SUSENAS,national,2020,consumption,6,2015 - 2025,3,0.098477703333,0.017314772739,0.00473130092,0.020488920504,7.700994172479,5.952423197518,0.203370779863,0.353356150848,0.309741492981,0.032214480642,0.044192333014,0.053348336044,0.061981918846,0.071733529526,0.083797931668,0.09950569641,0.120689353083,0.153256781069,0.279279639698,0.971704727307,5353.5595703125,274814866,3739.44906563161,2135.69429118373,FALSE,micro,survey,4.276,0.274766819932,5.261309566803,
East Asia & Pacific,EAS,Indonesia,IDN,2021,national,SUSENAS,national,2021,consumption,6,2015 - 2025,3,0.085644351867,0.014974861797,0.004113062725,0.017745255066,7.958184509401,6.150935304572,0.205872775852,0.355047632125,0.303083625175,0.032162935316,0.044310802335,0.053460696062,0.062164462571,0.071825010757,0.08358501893,0.098341962208,0.11865464467800001,0.152023847093,0.283470620049,0.969399490348,5353.5595703125,276758053,3850.68877253903,2163.23260783198,FALSE,micro,survey,4.375,0.267583836382,5.10120503522,
East Asia & Pacific,EAS,Indonesia,IDN,2022,national,SUSENAS,national,2022,consumption,6,2015 - 2025,3,0.078536344455,0.013456588505,0.003706004653,0.015961835505,7.913409473323,6.064768091684,0.20566966989,0.355120301866,0.291378505948,0.033064060071,0.045323286111,0.054149670562,0.062511012048,0.071568480442,0.082425770613,0.096080000161,0.115259676948,0.149426650213,0.29019139283,1.025882630743,5353.5595703125,278830529,4024.91225288391,2253.55713335175,FALSE,micro,survey,4.332,0.256911465877,5.096770562772,
