iso3,Country,year,pop,rgdpe,region,gdp_per_capita
ARG,Argentina,1950,17.0902249666788,56066.51171875,Latin America & Caribbean,3280.618706193988
ARG,Argentina,1951,17.4559449452828,58718.82421875,Latin America & Caribbean,3363.8295951785676
ARG,Argentina,1952,17.8142998526244,53147.3828125,Latin America & Caribbean,2983.4112624229983
ARG,Argentina,1953,18.1669185573674,55202.6796875,Latin America & Caribbean,3038.637483466515
ARG,Argentina,1954,18.5154356301661,57792.71875,Latin America & Caribbean,3121.326438349728
ARG,Argentina,1955,18.8614799396842,63132.42578125,Latin America & Caribbean,3347.1618337021664
ARG,Argentina,1956,19.2039662070337,64723.91015625,Latin America & Caribbean,3370.3407649480255
ARG,Argentina,1957,19.5418053519996,67724.3671875,Latin America & Caribbean,3465.6146639271565
ARG,Argentina,1958,19.8766281439092,72930.5078125,Latin America & Caribbean,3669.158938048962
ARG,Argentina,1959,20.2100672527532,69163.3515625,Latin America & Caribbean,3422.2227317466222
ARG,Argentina,1960,20.5437515471954,74293.7578125,Latin America & Caribbean,3616.3676162955967
ARG,Argentina,1961,20.8771526427683,77830.71875,Latin America & Caribbean,3728.0332276039576
ARG,Argentina,1962,21.2091852605842,74166.7265625,Latin America & Caribbean,3496.915400156069
ARG,Argentina,1963,21.5406400766804,73608.4140625,Latin America & Caribbean,3417.187873733959
ARG,Argentina,1964,21.872313469085,78562.5390625,Latin America & Caribbean,3591.8714850874235
ARG,Argentina,1965,22.2049999151625,90604.4765625,Latin America & Caribbean,4080.3637427907165
ARG,Argentina,1966,22.5323530993144,90113.4140625,Latin America & Caribbean,3999.2899838429175
ARG,Argentina,1967,22.8538427364096,94126.8515625,Latin America & Caribbean,4118.64440690063
ARG,Argentina,1968,23.1789873495146,96810.046875,Latin America & Caribbean,4176.629695474049
ARG,Argentina,1969,23.5173092630226,105260.90625,Latin America & Caribbean,4475.890718310483
ARG,Argentina,1970,23.878327,107366.7109375,Latin America & Caribbean,4496.408435042372
ARG,Argentina,1971,24.257208,112271.7265625,Latin America & Caribbean,4628.386191951688
ARG,Argentina,1972,24.644328,114951.609375,Latin America & Caribbean,4664.424583823101
ARG,Argentina,1973,25.046005,121513.515625,Latin America & Caribbean,4851.61268733277
ARG,Argentina,1974,25.461351,127194.9453125,Latin America & Caribbean,4995.608650636802
ARG,Argentina,1975,25.874107,125789.125,Latin America & Caribbean,4861.58324227383
ARG,Argentina,1976,26.282283,124168.2734375,Latin America & Caribbean,4724.409726411514
ARG,Argentina,1977,26.701805,128872.078125,Latin America & Caribbean,4826.343317427417
ARG,Argentina,1978,27.132158,125265.7265625,Latin America & Caribbean,4616.872958004299
ARG,Argentina,1979,27.568895,136675.578125,Latin America & Caribbean,4957.600880448781
ARG,Argentina,1980,28.011596,144583.125,Latin America & Caribbean,5161.545418547375
ARG,Argentina,1981,28.463959,143491.5,Latin America & Caribbean,5041.1645126385965
ARG,Argentina,1982,28.924262,143783.4375,Latin America & Caribbean,4971.0321908991145
ARG,Argentina,1983,29.391332,157129.28125,Latin America & Caribbean,5346.109568970879
ARG,Argentina,1984,29.863093,167900.78125,Latin America & Caribbean,5622.350680487115
ARG,Argentina,1985,30.336441,161122.28125,Latin America & Caribbean,5311.1794244420435
ARG,Argentina,1986,30.81198,183398.953125,Latin America & Caribbean,5952.196292643316
ARG,Argentina,1987,31.291762,196997.28125,Latin America & Caribbean,6295.499794802224
ARG,Argentina,1988,31.780532,206498.9375,Latin America & Caribbean,6497.6551525317445
ARG,Argentina,1989,32.270948,203135.65625,Latin America & Caribbean,6294.691319573259
ARG,Argentina,1990,32.755901,218854.9375,Latin America & Caribbean,6681.389637244293
ARG,Argentina,1991,33.230294,262842.125,Latin America & Caribbean,7909.714100031736
ARG,Argentina,1992,33.693527,316084.5,Latin America & Caribbean,9381.163925047085
ARG,Argentina,1993,34.152717,363304.4375,Latin America & Caribbean,10637.643778092384
ARG,Argentina,1994,34.613491,424014.46875,Latin America & Caribbean,12249.977003186415
ARG,Argentina,1995,35.07002,470774.46875,Latin America & Caribbean,13423.843748877247
ARG,Argentina,1996,35.513793,609480.1875,Latin America & Caribbean,17161.788026978702
ARG,Argentina,1997,35.947791,631510.0,Latin America & Caribbean,17567.421597616387
ARG,Argentina,1998,36.37286,634181.0625,Latin America & Caribbean,17435.55668979563
ARG,Argentina,1999,36.794682,594499.8125,Latin America & Caribbean,16157.221103310527
ARG,Argentina,2000,37.213984,587599.9375,Latin America & Caribbean,15789.76165250138
ARG,Argentina,2001,37.624825,548015.0,Latin America & Caribbean,14565.250469603512
ARG,Argentina,2002,38.029349,507861.78125,Latin America & Caribbean,13354.46949801849
ARG,Argentina,2003,38.424282,535112.8125,Latin America & Caribbean,13926.42320551364
ARG,Argentina,2004,38.815916,576108.5,Latin America & Caribbean,14842.068908022162
ARG,Argentina,2005,39.216789,615622.875,Latin America & Caribbean,15697.941894222906
ARG,Argentina,2006,39.622115,674686.25,Latin America & Caribbean,17028.022103312756
ARG,Argentina,2007,40.016763,745899.625,Latin America & Caribbean,18639.67920143866
ARG,Argentina,2008,40.424148,801076.0625,Latin America & Caribbean,19816.77047343088
ARG,Argentina,2009,40.854831,769368.0,Latin America & Caribbean,18831.750888897328
ARG,Argentina,2010,41.288694,875177.1875,Latin America & Caribbean,21196.53354741615
ARG,Argentina,2011,41.73066,982867.6875,Latin America & Caribbean,23552.65139588015
ARG,Argentina,2012,42.161721,995111.1875,Latin America & Caribbean,23602.243074944687
ARG,Argentina,2013,42.582455,998802.5625,Latin America & Caribbean,23455.729889223152
ARG,Argentina,2014,43.024071,974450.6875,Latin America & Caribbean,22648.965215309356
ARG,Argentina,2015,43.477012,1013187.75,Latin America & Caribbean,23303.98763374079
ARG,Argentina,2016,43.900313,1013049.75,Latin America & Caribbean,23076.139571032218
ARG,Argentina,2017,44.288894,1132228.5,Latin America & Caribbean,25564.614460681725
ARG,Argentina,2018,44.654882,1174467.875,Latin America & Caribbean,26300.996047867735
ARG,Argentina,2019,44.973465,1136796.75,Latin America & Caribbean,25277.055036786693
ARG,Argentina,2020,45.191965,1059253.75,Latin America & Caribbean,23438.984120296605
ARG,Argentina,2021,45.312281,1202829.375,Latin America & Caribbean,26545.328296317726
ARG,Argentina,2022,45.407904,1276408.75,Latin America & Caribbean,28109.836340386904
ARG,Argentina,2023,45.538401,1250172.125,Latin America & Caribbean,27453.140592266293
ARM,Armenia,1990,3.552128,26431.6875,Eastern Europe & FSU,7441.085315619257
ARM,Armenia,1991,3.613977,23784.1953125,Eastern Europe & FSU,6581.169529440835
ARM,Armenia,1992,3.571861,13740.607421875,Eastern Europe & FSU,3846.904294952967
ARM,Armenia,1993,3.453332,12182.6005859375,Eastern Europe & FSU,3527.7814545307256
ARM,Armenia,1994,3.36461,10079.689453125,Eastern Europe & FSU,2995.797270151667
ARM,Armenia,1995,3.307581,10602.169921875,Eastern Europe & FSU,3205.4150516268537
ARM,Armenia,1996,3.278735,11209.2001953125,Eastern Europe & FSU,3418.757598681351
ARM,Armenia,1997,3.246289,10600.0859375,Eastern Europe & FSU,3265.2933665178916
ARM,Armenia,1998,3.208401,10790.0908203125,Eastern Europe & FSU,3363.07426045326
ARM,Armenia,1999,3.167286,10871.236328125,Eastern Europe & FSU,3432.350702817807
ARM,Armenia,2000,3.125628,11337.4208984375,Eastern Europe & FSU,3627.245756192836
ARM,Armenia,2001,3.084349,12372.52734375,Eastern Europe & FSU,4011.3901973317547
ARM,Armenia,2002,3.05563,13879.064453125,Eastern Europe & FSU,4542.128612798343
ARM,Armenia,2003,3.038968,15665.787109375,Eastern Europe & FSU,5154.969420334469
ARM,Armenia,2004,3.022541,17248.59375,Eastern Europe & FSU,5706.653358879168
ARM,Armenia,2005,3.006351,19462.630859375,Eastern Europe & FSU,6473.838503679377
ARM,Armenia,2006,2.990377,22200.34765625,Eastern Europe & FSU,7423.929376212431
ARM,Armenia,2007,2.974819,25627.5546875,Eastern Europe & FSU,8614.828225683646
ARM,Armenia,2008,2.95999,27211.65625,Eastern Europe & FSU,9193.158169453276
ARM,Armenia,2009,2.945517,24599.935546875,Eastern Europe & FSU,8351.652883644874
ARM,Armenia,2010,2.931078,26574.17578125,Eastern Europe & FSU,9066.348893222903
ARM,Armenia,2011,2.923271,29269.76953125,Eastern Europe & FSU,10012.677418976891
ARM,Armenia,2012,2.922528,32784.4609375,Eastern Europe & FSU,11217.843229389078
ARM,Armenia,2013,2.922518,31988.6640625,Eastern Europe & FSU,10945.583247904717
ARM,Armenia,2014,2.922422,32881.6484375,Eastern Europe & FSU,11251.505921287206
ARM,Armenia,2015,2.921177,33828.48828125,Eastern Europe & FSU,11580.43086100226
ARM,Armenia,2016,2.918793,36222.63671875,Eastern Europe & FSU,12410.142383769593
ARM,Armenia,2017,2.914963,40963.39453125,Eastern Europe & FSU,14052.800852446497
ARM,Armenia,2018,2.909965,41669.625,Eastern Europe & FSU,14319.630992125334
ARM,Armenia,2019,2.903972,48674.08203125,Eastern Europe & FSU,16761.2091408767
ARM,Armenia,2020,2.890892,46911.76171875,Eastern Europe & FSU,16227.434895094662
ARM,Armenia,2021,2.870349,47911.4453125,Eastern Europe & FSU,16691.853608219768
ARM,Armenia,2022,2.880874,53860.84375,Eastern Europe & FSU,18696.008138502413
ARM,Armenia,2023,2.943393,59457.52734375,Eastern Europe & FSU,20200.335919719182
AUS,Australia,1950,8.22766649539222,135539.390625,Oceania,16473.612621623248
AUS,Australia,1951,8.46976245504914,126539.0,Oceania,14940.088422971696
AUS,Australia,1952,8.64950741082625,123845.3984375,Oceania,14318.202477344266
AUS,Australia,1953,8.81542020996216,137112.421875,Oceania,15553.702331744951
AUS,Australia,1954,9.02052411958149,146017.546875,Oceania,16187.2575184439
AUS,Australia,1955,9.23257163136818,151278.75,Oceania,16385.331849039976
AUS,Australia,1956,9.45501746263896,154758.40625,Oceania,16367.860436167388
AUS,Australia,1957,9.66596402055549,154666.40625,Oceania,16001.136143388161
AUS,Australia,1958,9.86768914071121,164922.15625,Oceania,16713.351413714405
AUS,Australia,1959,10.083112594667,176933.609375,Oceania,17547.518954472544
AUS,Australia,1960,10.3115548281376,179025.03125,Oceania,17361.59427300783
AUS,Australia,1961,10.5479561988109,183802.375,Oceania,17425.4018063443
AUS,Australia,1962,10.7431686073656,194545.03125,Oceania,18108.719909377425
AUS,Australia,1963,10.9486929674716,211106.921875,Oceania,19281.472455405907
AUS,Australia,1964,11.1644732823371,220510.265625,Oceania,19751.067520029013
AUS,Australia,1965,11.3844932187008,224177.796875,Oceania,19691.504274143103
AUS,Australia,1966,11.5991564450273,239058.3125,Oceania,20609.97397810659
AUS,Australia,1967,11.8152955189987,248794.890625,Oceania,21057.018017445607
AUS,Australia,1968,12.0435906422539,268782.0625,Oceania,22317.435927870323
AUS,Australia,1969,12.3199822640646,289335.46875,Oceania,23485.055623330307
AUS,Australia,1970,12.599411,298448.15625,Oceania,23687.468902316148
AUS,Australia,1971,12.997964,307636.4375,Oceania,23668.048126614292
AUS,Australia,1972,13.304896,322888.53125,Oceania,24268.399486174112
AUS,Australia,1973,13.518685,339850.59375,Oceania,25139.323369839596
AUS,Australia,1974,13.719495,328389.1875,Oceania,23935.95299972776
AUS,Australia,1975,13.893989,329764.53125,Oceania,23734.33081385051
AUS,Australia,1976,14.046755,343436.875,Oceania,24449.552583497043
AUS,Australia,1977,14.203508,345856.90625,Oceania,24350.104653723574
AUS,Australia,1978,14.367098,363166.5625,Oceania,25277.656107030103
AUS,Australia,1979,14.533035,375676.375,Oceania,25849.822490622228
AUS,Australia,1980,14.721347,387803.0,Oceania,26342.901909723343
AUS,Australia,1981,14.949202,406835.4375,Oceania,27214.525397409172
AUS,Australia,1982,15.192485,397682.46875,Oceania,26176.262063118706
AUS,Australia,1983,15.414893,420198.40625,Oceania,27259.24897759589
AUS,Australia,1984,15.620653,435226.0,Oceania,27862.21549124739
AUS,Australia,1985,15.835747,449240.59375,Oceania,28368.765537236734
AUS,Australia,1986,16.069633,457544.375,Oceania,28472.608864185015
AUS,Australia,1987,16.322269,493181.53125,Oceania,30215.2556884095
AUS,Australia,1988,16.594099,527622.5,Oceania,31795.79078080708
AUS,Australia,1989,16.869362,550755.3125,Oceania,32648.259756355932
AUS,Australia,1990,17.126298,544639.0,Oceania,31801.326824979926
AUS,Australia,1991,17.353193,545160.0625,Oceania,31415.547703526376
AUS,Australia,1992,17.549288,567251.1875,Oceania,32323.3163362525
AUS,Australia,1993,17.722911,590189.375,Oceania,33300.92753949958
AUS,Australia,1994,17.897433,621214.6875,Oceania,34709.708788964315
AUS,Australia,1995,18.095344,653724.25,Oceania,36126.655011366456
AUS,Australia,1996,18.305307,688638.375,Oceania,37619.602610324975
AUS,Australia,1997,18.504912,723622.3125,Oceania,39104.336864720026
AUS,Australia,1998,18.701717,755806.125,Oceania,40413.7291244435
AUS,Australia,1999,18.909981,793866.3125,Oceania,41981.33845295773
AUS,Australia,2000,19.132471,807610.0,Oceania,42211.48433989525
AUS,Australia,2001,19.365433,837641.25,Oceania,43254.45498688307
AUS,Australia,2002,19.595355,863668.25,Oceania,44075.15199392917
AUS,Australia,2003,19.819454,905383.0625,Oceania,45681.53403721414
AUS,Australia,2004,20.046677,937108.3125,Oceania,46746.31673369108
AUS,Australia,2005,20.29449,965805.6875,Oceania,47589.55201633547
AUS,Australia,2006,20.590559,1000344.875,Oceania,48582.69632213482
AUS,Australia,2007,20.954549,1032978.0625,Oceania,49296.12479371424
AUS,Australia,2008,21.370589,1048610.75,Oceania,49067.9386515739
AUS,Australia,2009,21.783011,1070599.0,Oceania,49148.34776514597
AUS,Australia,2010,22.141581,1144600.125,Oceania,51694.59782478948
AUS,Australia,2011,22.479775,1197386.625,Oceania,53265.06270636606
AUS,Australia,2012,22.852644,1211778.375,Oceania,53025.74069766281
AUS,Australia,2013,23.23627,1274768.25,Oceania,54861.13950302695
AUS,Australia,2014,23.595601,1282368.375,Oceania,54347.77334131053
AUS,Australia,2015,23.948002,1258723.375,Oceania,52560.68439446431
AUS,Australia,2016,24.329963,1335790.25,Oceania,54903.094180620006
AUS,Australia,2017,24.731038,1349880.125,Oceania,54582.428970429784
AUS,Australia,2018,25.119706,1402646.125,Oceania,55838.47697102824
AUS,Australia,2019,25.482714,1426764.875,Oceania,55989.518031713575
AUS,Australia,2020,25.743791,1508889.875,Oceania,58611.7978894406
AUS,Australia,2021,25.956417,1616776.25,Oceania,62288.11357129915
AUS,Australia,2022,26.200984,1671658.625,Oceania,63801.368108922936
AUS,Australia,2023,26.451124,1663526.25,Oceania,62890.569413987854
AUT,Austria,1950,6.93438787296552,44771.1640625,Western Europe,6456.39743300852
AUT,Austria,1951,6.93473878907264,46406.0859375,Western Europe,6691.828971355637
AUT,Austria,1952,6.92706059207647,48667.28515625,Western Europe,7025.6762604210735
AUT,Austria,1953,6.93177125938411,51106.4609375,Western Europe,7372.785255761718
AUT,Austria,1954,6.9394961816228,54435.078125,Western Europe,7844.240662478522
AUT,Austria,1955,6.94617169305744,59711.47265625,Western Europe,8596.31395462488
AUT,Austria,1956,6.95164522146753,64582.6640625,Western Europe,9290.270433114285
AUT,Austria,1957,6.96514452546359,67905.03125,Western Europe,9749.26378077996
AUT,Austria,1958,6.9866405209661,71131.53125,Western Europe,10181.07787806493
AUT,Austria,1959,7.01361052166688,73901.40625,Western Europe,10536.856305564615
AUT,Austria,1960,7.04671344884318,79258.2109375,Western Europe,11247.542774782672
AUT,Austria,1961,7.0855712094611,83856.8515625,Western Europe,11834.875281548093
AUT,Austria,1962,7.12913200877563,86406.65625,Western Europe,12120.221107371475
AUT,Austria,1963,7.17507388830619,90331.1171875,Western Europe,12589.573096204636
AUT,Austria,1964,7.22305928201493,94783.921875,Western Europe,13122.406749589803
AUT,Austria,1965,7.27014211568184,98023.2890625,Western Europe,13482.99489924163
AUT,Austria,1966,7.32131388485789,102892.1640625,Western Europe,14053.784017552362
AUT,Austria,1967,7.37624036102256,106231.2734375,Western Europe,14401.818302837039
AUT,Austria,1968,7.41464135855539,111117.7421875,Western Europe,14986.259862627974
AUT,Austria,1969,7.44029065597256,116521.5078125,Western Europe,15660.88116718457
AUT,Austria,1970,7.466319,123418.078125,Western Europe,16529.976568775055
AUT,Austria,1971,7.499635,129677.890625,Western Europe,17291.22692304359
AUT,Austria,1972,7.543259,137976.5625,Western Europe,18291.372800536214
AUT,Austria,1973,7.585105,145872.890625,Western Europe,19231.49259304914
AUT,Austria,1974,7.597967,149072.1875,Western Europe,19620.009865796997
AUT,Austria,1975,7.57783,150302.875,Western Europe,19834.553559528256
AUT,Austria,1976,7.564457,154862.28125,Western Europe,20472.359251959526
AUT,Austria,1977,7.567336,161321.5625,Western Europe,21318.144522722396
AUT,Austria,1978,7.561204,161676.40625,Western Europe,21382.362683244624
AUT,Austria,1979,7.548341,168012.09375,Western Europe,22258.14834676918
AUT,Austria,1980,7.548406,169088.03125,Western Europe,22400.495051538033
AUT,Austria,1981,7.567556,167165.65625,Western Europe,22089.78119884412
AUT,Austria,1982,7.573078,168336.96875,Western Europe,22228.34212852423
AUT,Austria,1983,7.561163,171911.375,Western Europe,22736.1022371823
AUT,Austria,1984,7.560715,171300.390625,Western Europe,22656.639038106845
AUT,Austria,1985,7.564309,174286.359375,Western Europe,23040.618696962276
AUT,Austria,1986,7.569395,183155.5,Western Europe,24196.84796473166
AUT,Austria,1987,7.574315,191148.78125,Western Europe,25236.44464879002
AUT,Austria,1988,7.585342,202761.3125,Western Europe,26730.675096785355
AUT,Austria,1989,7.620407,215930.546875,Western Europe,28335.82863421862
AUT,Austria,1990,7.679624,230948.796875,Western Europe,30072.930246975637
AUT,Austria,1991,7.75714,245398.515625,Western Europe,31635.1794121287
AUT,Austria,1992,7.842712,256095.59375,Western Europe,32653.958700765757
AUT,Austria,1993,7.907495,262733.25,Western Europe,33225.850917389136
AUT,Austria,1994,7.938155,277177.625,Western Europe,34917.13439709857
AUT,Austria,1995,7.950322,292904.6875,Western Europe,36841.864706863445
AUT,Austria,1996,7.960914,298990.5625,Western Europe,37557.31596899552
AUT,Austria,1997,7.969803,312758.0625,Western Europe,39242.88498724498
AUT,Austria,1998,7.978466,329932.53125,Western Europe,41352.878015648625
AUT,Austria,1999,7.993892,340956.625,Western Europe,42652.143036208145
AUT,Austria,2000,8.012928,353887.71875,Western Europe,44164.59485845873
AUT,Austria,2001,8.042233,349022.6875,Western Europe,43398.728624251504
AUT,Austria,2002,8.081636,356322.0,Western Europe,44090.33022521678
AUT,Austria,2003,8.122602,358477.1875,Western Europe,44133.29466345882
AUT,Austria,2004,8.173491,369234.78125,Western Europe,45174.67276222608
AUT,Austria,2005,8.229204,370632.78125,Western Europe,45038.71592562294
AUT,Austria,2006,8.269898,390348.03125,Western Europe,47201.069620205715
AUT,Austria,2007,8.296952,408312.0625,Western Europe,49212.2965758992
AUT,Austria,2008,8.323253,420147.28125,Western Europe,50478.73484682011
AUT,Austria,2009,8.345066,417177.90625,Western Europe,49990.96546989563
AUT,Austria,2010,8.365092,425161.59375,Western Europe,50825.69250284396
AUT,Austria,2011,8.39327,448614.9375,Western Europe,53449.36329940536
AUT,Austria,2012,8.431601,459066.5,Western Europe,54445.94686110028
AUT,Austria,2013,8.481406,460070.0625,Western Europe,54244.55125718543
AUT,Austria,2014,8.547817,465502.9375,Western Europe,54458.69249423566
AUT,Austria,2015,8.644039,488378.125,Western Europe,56498.83405199815
AUT,Austria,2016,8.737915,509078.90625,Western Europe,58260.91307251216
AUT,Austria,2017,8.798778,521816.5625,Western Europe,59305.57203511669
AUT,Austria,2018,8.84165,540559.6875,Western Europe,61137.87443520158
AUT,Austria,2019,8.880876,571211.75,Western Europe,64319.30251024786
AUT,Austria,2020,8.921405,546969.5,Western Europe,61309.793692809595
AUT,Austria,2021,8.967057,572279.8125,Western Europe,63820.24921889088
AUT,Austria,2022,9.064677,585009.6875,Western Europe,64537.28991115734
AUT,Austria,2023,9.130429,575025.25,Western Europe,62978.99583907832
BEL,Belgium,1950,8.63282864830933,83505.3359375,Western Europe,9672.998195539749
BEL,Belgium,1951,8.67181583465529,89255.0625,Western Europe,10292.545898323722
BEL,Belgium,1952,8.72379557327543,91110.4296875,Western Europe,10443.897833485311
BEL,Belgium,1953,8.77122782330438,91175.65625,Western Europe,10394.856693581063
BEL,Belgium,1954,8.81270316822361,94998.90625,Western Europe,10779.769207766143
BEL,Belgium,1955,8.86176115495342,100899.2890625,Western Europe,11385.918362976952
BEL,Belgium,1956,8.91708956811452,105310.46875,Western Europe,11809.95973468364
BEL,Belgium,1957,8.9823058148092,106172.8828125,Western Europe,11820.225786284398
BEL,Belgium,1958,9.04585344194746,105943.84375,Western Europe,11711.868253217202
BEL,Belgium,1959,9.09683734536689,107192.1796875,Western Europe,11783.45568002203
BEL,Belgium,1960,9.11179679128151,113989.828125,Western Europe,12510.137213998178
BEL,Belgium,1961,9.15886120170521,118962.203125,Western Europe,12988.75487957514
BEL,Belgium,1962,9.21142128830356,125296.671875,Western Europe,13602.316944736713
BEL,Belgium,1963,9.27607243425755,129500.8125,Western Europe,13960.73752310723
BEL,Belgium,1964,9.35990841682468,138896.078125,Western Europe,14839.469783201153
BEL,Belgium,1965,9.4409474842587,144785.4375,Western Europe,15335.901162611806
BEL,Belgium,1966,9.50060230106691,149285.578125,Western Europe,15713.275158169217
BEL,Belgium,1967,9.54926576552583,154990.203125,Western Europe,16230.58850079721
BEL,Belgium,1968,9.58254000256245,161426.96875,Western Europe,16845.94780787068
BEL,Belgium,1969,9.60542324722723,172830.90625,Western Europe,17993.054736020153
BEL,Belgium,1970,9.630504,183469.390625,Western Europe,19050.86074674804
BEL,Belgium,1971,9.666531,189682.921875,Western Europe,19622.64662214397
BEL,Belgium,1972,9.694853,202367.953125,Western Europe,20873.751579833133
BEL,Belgium,1973,9.718035,217855.4375,Western Europe,22417.642815651518
BEL,Belgium,1974,9.735806,225177.828125,Western Europe,23128.832695002344
BEL,Belgium,1975,9.748476,221103.640625,Western Europe,22680.841664379128
BEL,Belgium,1976,9.758901,235603.09375,Western Europe,24142.379736201852
BEL,Belgium,1977,9.774014,240689.109375,Western Europe,24625.410744756457
BEL,Belgium,1978,9.791817,250225.0625,Western Europe,25554.50765675053
BEL,Belgium,1979,9.811365,259421.296875,Western Europe,26440.897558596585
BEL,Belgium,1980,9.833093,269586.40625,Western Europe,27416.23680870302
BEL,Belgium,1981,9.850669,252678.59375,Western Europe,25650.906933326052
BEL,Belgium,1982,9.862327,244541.671875,Western Europe,24795.53475310644
BEL,Belgium,1983,9.869132,237334.703125,Western Europe,24048.18408802314
BEL,Belgium,1984,9.874586,237387.375,Western Europe,24040.235712160487
BEL,Belgium,1985,9.880337,235285.28125,Western Europe,23813.487459992506
BEL,Belgium,1986,9.886984,248288.53125,Western Europe,25112.66643599302
BEL,Belgium,1987,9.899147,258225.75,Western Europe,26085.656673246696
BEL,Belgium,1988,9.916565,278281.59375,Western Europe,28062.297151281717
BEL,Belgium,1989,9.936573,293767.3125,Western Europe,29564.248408379834
BEL,Belgium,1990,9.960968,306218.25,Western Europe,30741.816457998862
BEL,Belgium,1991,9.998961,313864.875,Western Europe,31389.748894910183
BEL,Belgium,1992,10.045987,325453.4375,Western Europe,32396.36259732369
BEL,Belgium,1993,10.084931,327911.0625,Western Europe,32514.95349844238
BEL,Belgium,1994,10.116005,341446.65625,Western Europe,33753.11264179881
BEL,Belgium,1995,10.137265,353735.5,Western Europe,34894.569689161726
BEL,Belgium,1996,10.156969,355178.375,Western Europe,34968.93364546057
BEL,Belgium,1997,10.181464,375704.59375,Western Europe,36900.84193687666
BEL,Belgium,1998,10.203182,387874.125,Western Europe,38015.01580585351
BEL,Belgium,1999,10.226682,404154.53125,Western Europe,39519.61459738359
BEL,Belgium,2000,10.251717,431358.4375,Western Europe,42076.7016393449
BEL,Belgium,2001,10.287004,436140.96875,Western Europe,42397.278036442876
BEL,Belgium,2002,10.332973,447636.125,Western Europe,43321.13564992379
BEL,Belgium,2003,10.37626,438299.1875,Western Europe,42240.57487958089
BEL,Belgium,2004,10.421292,445600.21875,Western Europe,42758.634797873434
BEL,Belgium,2005,10.478886,450169.78125,Western Europe,42959.69831621415
BEL,Belgium,2006,10.548442,464552.71875,Western Europe,44039.936774549264
BEL,Belgium,2007,10.625493,489341.96875,Western Europe,46053.577819871505
BEL,Belgium,2008,10.709708,500848.5625,Western Europe,46765.84669722088
BEL,Belgium,2009,10.812935,503045.96875,Western Europe,46522.61099784656
BEL,Belgium,2010,10.936626,529107.6875,Western Europe,48379.425930812664
BEL,Belgium,2011,11.038631,553348.8125,Western Europe,50128.39114741674
BEL,Belgium,2012,11.107518,557317.375,Western Europe,50174.789273355214
BEL,Belgium,2013,11.160276,559582.75,Western Europe,50140.58344076795
BEL,Belgium,2014,11.210119,569485.0,Western Europe,50800.9772242382
BEL,Belgium,2015,11.275335,588631.6875,Western Europe,52205.25044266977
BEL,Belgium,2016,11.332701,611841.375,Western Europe,53989.015945977924
BEL,Belgium,2017,11.376581,625147.375,Western Europe,54950.373490946
BEL,Belgium,2018,11.428605,641831.125,Western Europe,56160.05846732826
BEL,Belgium,2019,11.490618,682773.0625,Western Europe,59420.047076667244
BEL,Belgium,2020,11.540107,662370.625,Western Europe,57397.26893346829
BEL,Belgium,2021,11.570844,700108.1875,Western Europe,60506.2333828025
BEL,Belgium,2022,11.64182,707499.625,Western Europe,60772.25253439755
BEL,Belgium,2023,11.712893,723524.5625,Western Europe,61771.63596559791
BGD,Bangladesh,1959,54.8307705715259,85007.3359375,South Asia,1550.3582213313823
BGD,Bangladesh,1960,55.9933522625456,91829.5546875,South Asia,1640.0081612710571
BGD,Bangladesh,1961,57.1382295645505,91847.5625,South Asia,1607.4625202770326
BGD,Bangladesh,1962,58.2606369646521,97449.6015625,South Asia,1672.6490927592267
BGD,Bangladesh,1963,59.6789795850663,103823.0390625,South Asia,1739.691928118691
BGD,Bangladesh,1964,60.8815516761126,103470.78125,South Asia,1699.5424459688606
BGD,Bangladesh,1965,61.8309959988268,101922.9765625,South Asia,1648.4123361757574
BGD,Bangladesh,1966,63.0738675831002,103587.8125,South Asia,1642.325363408585
BGD,Bangladesh,1967,64.3758072692425,100926.265625,South Asia,1567.7669905231712
BGD,Bangladesh,1968,65.7158827962086,103717.3828125,South Asia,1578.2696419697772
BGD,Bangladesh,1969,67.095197509347,108223.5078125,South Asia,1612.9844136374056
BGD,Bangladesh,1970,69.058894,116917.1171875,South Asia,1693.005931828274
BGD,Bangladesh,1971,70.276758,114437.1171875,South Asia,1628.3778655170747
BGD,Bangladesh,1972,71.641519,108432.7265625,South Asia,1513.5458889767538
BGD,Bangladesh,1973,73.722294,90691.53125,South Asia,1230.1778244990585
BGD,Bangladesh,1974,75.839348,90808.2421875,South Asia,1197.3763564990036
BGD,Bangladesh,1975,77.854351,87256.046875,South Asia,1120.7600571354067
BGD,Bangladesh,1976,79.855318,98960.3359375,South Asia,1239.2454055157605
BGD,Bangladesh,1977,81.867264,103765.578125,South Asia,1267.4855987003546
BGD,Bangladesh,1978,83.889655,106462.4296875,South Asia,1269.0769760288083
BGD,Bangladesh,1979,85.935072,113310.4296875,South Asia,1318.5586169928383
BGD,Bangladesh,1980,88.016432,112668.2265625,South Asia,1280.0817302216933
BGD,Bangladesh,1981,90.303105,115153.203125,South Asia,1275.1854227493063
BGD,Bangladesh,1982,92.814507,114701.4453125,South Asia,1235.8137646790494
BGD,Bangladesh,1983,95.335155,117803.328125,South Asia,1235.6756342925125
BGD,Bangladesh,1984,97.814966,128955.640625,South Asia,1318.363087965496
BGD,Bangladesh,1985,100.253825,134148.84375,South Asia,1338.0920254164864
